file,class_id,class_slug,class_pt,source,source_figure,article_url,doi,authors,license,license_url,change,geography,sha256
"images/08_cmv/tla_raw_08_cmv.jpg","08","08_cmv","Mosaico do pepino em tabaco (CMV)","TLA — Tobacco Leaf Abnormality Dataset","Figure 4","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","f72492a8e92a3357fd9cc03bf03ed839f5e27a78fe93b92dcec7b9e60548a053"
"images/09_pvy/tla_processed_09_pvy.jpg","09","09_pvy","Vírus Y da batata em tabaco (PVY)","TLA — Tobacco Leaf Abnormality Dataset","Figure 5","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","a4d211962bc4a84ffd3d8175147a902fc56923cbd7db11a0e56caef2ecbc28ee"
"images/09_pvy/tla_raw_09_pvy.jpg","09","09_pvy","Vírus Y da batata em tabaco (PVY)","TLA — Tobacco Leaf Abnormality Dataset","Figure 4","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","92526dbbcdfc3dfac200e0485c748ca16ab070981fb1ff1a0d8b30e11c83e2e1"
"images/10_tswv/tla_processed_10_tswv.jpg","10","10_tswv","Vira-cabeça por TSWV","TLA — Tobacco Leaf Abnormality Dataset","Figure 5","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","081fed7be765e1938d7d5503c1403041afdfa82bff721a7ae4a74386e49d5d21"
"images/10_tswv/tla_raw_10_tswv.jpg","10","10_tswv","Vira-cabeça por TSWV","TLA — Tobacco Leaf Abnormality Dataset","Figure 4","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","032f62d8ca2baa831b722f8e09bc494b1364db02dcbd85732bed7c31fc378847"
"images/11_weather_fleck/agronomy_weather_fleck.jpg","11","11_weather_fleck","Pontuações associadas à poluição/ozônio","Semantic Segmentation of Small Target Diseases on Tobacco Leaves","Figure 1","https://www.mdpi.com/2073-4395/15/8/1825","10.3390/agronomy15081825","Yanze Zou; Zhenping Qiang; Shuang Zhang; Hong Lin","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","329174fd9a0dbd38e40c30f38d47d50831c4dd80a5f4e9bc0033a88fd961bd35"
"images/11_weather_fleck/agronomy_weather_fleck_segmentation_source.jpg","11","11_weather_fleck","Pontuações associadas à poluição/ozônio","Semantic Segmentation of Small Target Diseases on Tobacco Leaves","Figure 27","https://www.mdpi.com/2073-4395/15/8/1825","10.3390/agronomy15081825","Yanze Zou; Zhenping Qiang; Shuang Zhang; Hong Lin","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","2322150098ab0b5cf73214549f2ac66eade64ed6f108efa93ff024e20e8cc395"
"images/11_weather_fleck/tla_processed_11_weather_fleck.jpg","11","11_weather_fleck","Pontuações associadas à poluição/ozônio","TLA — Tobacco Leaf Abnormality Dataset","Figure 5","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","799b7ae65807bff7091680d534f8dae9434b6c8062f012be2a7e186c67af0d3f"
"images/11_weather_fleck/tla_raw_11_weather_fleck.jpg","11","11_weather_fleck","Pontuações associadas à poluição/ozônio","TLA — Tobacco Leaf Abnormality Dataset","Figure 4","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","b322aa78a6193db0b59a654a2a049e52ba73eb36f15f6b9ede0865545bf39a55"
"images/12_sunscald/tla_processed_12_sunscald.jpg","12","12_sunscald","Escaldadura ou queimadura solar","TLA — Tobacco Leaf Abnormality Dataset","Figure 5","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","49b6a69f514e0e1ece7ead1cb26998263862576f6280077f4517e1ba9726e9c0"
"images/12_sunscald/tla_raw_12_sunscald.jpg","12","12_sunscald","Escaldadura ou queimadura solar","TLA — Tobacco Leaf Abnormality Dataset","Figure 4","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","63173a49717a08918c00157dbfe8acde5369067e77bdf7c74329e274bca68d08"
"images/13_genetic_abnormality/tla_processed_13_genetic_abnormality.jpg","13","13_genetic_abnormality","Anormalidade genética","TLA — Tobacco Leaf Abnormality Dataset","Figure 5","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","0bc90c617442a557123f4fe22b1a8d6f83168e4c7405356316a126c1dcdd2473"
"images/13_genetic_abnormality/tla_raw_13_genetic_abnormality.jpg","13","13_genetic_abnormality","Anormalidade genética","TLA — Tobacco Leaf Abnormality Dataset","Figure 4","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","cecc6c512a0a0d058373a9a693003ff120972d9b50127fd53ae3a5bf143cf304"
"images/14_phthorimaea_damage/tla_processed_14_phthorimaea_damage.jpg","14","14_phthorimaea_damage","Dano atribuído a Phthorimaea operculella","TLA — Tobacco Leaf Abnormality Dataset","Figure 5","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","b8e73e2c151624000c763bddd9aec155b8a5ffe7f640f4a0d2c94481e2db1df6"
"images/14_phthorimaea_damage/tla_raw_14_phthorimaea_damage.jpg","14","14_phthorimaea_damage","Dano atribuído a Phthorimaea operculella","TLA — Tobacco Leaf Abnormality Dataset","Figure 4","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","cf0dd2c81c696c2939113274bc1a5b372269a2b88dd142bbb0195807e47b7115"
"images/15_nematode_damage/tla_processed_15_nematode_damage.jpg","15","15_nematode_damage","Sintomas associados a nematoides","TLA — Tobacco Leaf Abnormality Dataset","Figure 5","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","afc9d700bab8a9113ec7de4f3df3bbe18e95f1b969afc68656d703092a3a9151"
"images/15_nematode_damage/tla_raw_15_nematode_damage.jpg","15","15_nematode_damage","Sintomas associados a nematoides","TLA — Tobacco Leaf Abnormality Dataset","Figure 4","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","9cd311faed324cd943779c00d9c1af1b91fdfd76646f49910bf7edbd76c4ca4b"
"images/16_healthy/tla_processed_16_healthy.jpg","16","16_healthy","Folha saudável","TLA — Tobacco Leaf Abnormality Dataset","Figure 5","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","5aefe22665c6f6050d5e7db9f51a97e774ce7a56217524cb551041e91894c36b"
"images/16_healthy/tla_raw_16_healthy.jpg","16","16_healthy","Folha saudável","TLA — Tobacco Leaf Abnormality Dataset","Figure 4","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1333236/full","10.3389/fpls.2024.1333236","Hong Lin; Zhenping Qiang; Rita Tse; Su-Kit Tang; Giovanni Pau","CC BY 4.0","https://creativecommons.org/licenses/by/4.0/","Crop from published figure; labels removed","China","c37209902c713396e4628b11a44e543dc0325eaf5c9e8f55caddb48b9934dabc"
